language,instance_id,eval_log_present,resolved,turns,resolved_turns,log_blob_sha,trajectory_blob_sha
python,humanevalfix-python-127,True,False,6,,9e6f0a3d6849deba6838f7bb8e92d59a4ee8060e,802883214a8b7d6ba4c82938ea10c4bef8148bac
python,humanevalfix-python-128,True,True,5,5,d43fe24b3a8eadf3db34dbd5f56971036931c159,fc06526166abe93556c8b1f8b4ec789e59381b4d
python,humanevalfix-python-129,True,True,5,5,d2ac19505219a1a765a6e72f429ef70e62232dfc,5e505a3e4f29dcce5444c711ad20974a6e547827
python,humanevalfix-python-13,True,True,5,5,4f4ff377e202ca82878785792b129b48d74bf0e9,ff3ea9b7cbff48a39531955cd647b69974508c85
python,humanevalfix-python-130,True,False,6,,06f82fd35619e5af8ee13f1ad116d37798fe52db,7ad7c3d54affbece73f6168f2c1129d5ee8a1611
python,humanevalfix-python-131,True,True,5,5,e01a9a669b59b4d834f0f1f6e501daa9fad60c01,a2f271ad8e54e99443ed21cb87b677fa71728d3a
python,humanevalfix-python-132,True,True,5,5,f481afe9ff46c1e9641e597279d7e648146b4380,b7bb534e0e838ec59d2c2561f9feb5f0f3395686
python,humanevalfix-python-133,True,True,5,5,0550b0213243104a47dcda8812d8a88276ad67fc,1584000c502889ab67d928db65b8af5e2b1cb2bf
python,humanevalfix-python-134,True,False,7,,6e09aeee8e5313927cddea1aeb5f07c2bae48dec,490d8d9f24eea6afb6b518bcb50b9f92927e7590
python,humanevalfix-python-135,False,False,40,,,c5788d429a83e35cd314c079a7357e69cf461bab
python,humanevalfix-python-136,True,True,8,8,e778cec394d9595123ae82342ea5632a6a9df475,c7079babcd4c4f2beb51f5d6b67a678e4d5a1e80
python,humanevalfix-python-137,True,True,6,6,86bbc75aa1835f91c027da63f819989db74f729c,56cdf67f151a7a6353c05409176542b0f82ccbf4
python,humanevalfix-python-138,True,True,5,5,43a39b2922a8123ca948aaeda820bf918c6246d1,8d8dad93519a7170a20c7b2066d5e5ee03bb739b
python,humanevalfix-python-139,True,True,5,5,e97d65a4d0514d416fa76e36f89c84c4542c8b8f,c2fdbeccf9b00d7c00312696e566d18b5e8fac73
python,humanevalfix-python-14,True,True,5,5,7feaca6759e0eb8255bb18dd5cc03af25e53155b,a9ae28b26e9038327df6e907f350aaef7be60ff8
python,humanevalfix-python-140,True,True,9,9,9b53318034bdff8af28b5a836b234780d998b387,d37c7ab8dfa8d1c3ab397a36b4c8c66b6115e2ad
python,humanevalfix-python-141,True,True,9,9,8539c69e689fbfa3185b4cc32087fbb6c87e28ba,5609aa0c62dd36f7c1d840a698c4e0588cee19bc
python,humanevalfix-python-142,True,True,5,5,5b31dfab7675d98e8b07d6b97fa34e04f220d6ec,7383bc4192c972ebc8a64c44162e52805a14f937
python,humanevalfix-python-143,True,True,18,18,4e6a15070aff730dcf1bf7a0d490410ab4c13388,a75c139408f5f83374546961134da92b1fd01643
python,humanevalfix-python-144,True,True,12,12,f2a5e624680ca227f5bc1cd2859d8d040e261aea,217a64f886b28de321470b66836020de8ae65015
python,humanevalfix-python-145,True,True,5,5,060fd934238e9159f86edbbda825eb77779d6f33,2fac353cd7d60b5b06b58aa13ab227af64add9f6
python,humanevalfix-python-146,True,True,6,6,24222c8e3c57ea254f1d5184a3caf87fc684b685,aeddc149e1a35bc98c6a6bd36b1711102238cc94
python,humanevalfix-python-147,True,True,16,16,4b494fe3b2843b2db1b5faec43768c71a0bef3d1,0e4d888739a11ae047820296e4a4d68d93057338
python,humanevalfix-python-148,True,True,5,5,c99a29a5f0086bcf6cb1804815bea05eb7a68a54,05fddc1fc48b138f40071406a3a3364fa7b1d0ff
python,humanevalfix-python-149,True,True,5,5,eeff4cc2f2237abaa73c751e51b629fc818fd12a,6e53d901e7b0a51ef07ca3af44cf5c368ba8c98f
python,humanevalfix-python-15,True,True,5,5,17a6bbdb6dff531424eafb33c6c3014e10a1aca1,e038a5de5f7ebbb1600272ebf72980956a2597d1
python,humanevalfix-python-150,True,True,5,5,cf0a931241a96f026d01117328976f751373e68d,16a9b17231fa981de5bdbb425bec0ac71d962e94
python,humanevalfix-python-151,True,False,5,,5bf587ddb6e6f8f2e92db180a8250e1cb3aea1bb,9d215d8f55c3eba0311147a3bbf12c03721e3a7c
python,humanevalfix-python-152,True,True,5,5,d55038ec18f88e42cce3548a84ba0b58e73e3267,7d385f99f0397895ce58fda02b6f50d2b1169872
python,humanevalfix-python-153,True,True,6,6,94c068442a7e64f306e3e7373372d18f2a589432,8bcde59c925ede2d3d5cac98c2840ccef01908a6
python,humanevalfix-python-154,True,True,9,9,80eadb3e57e57f10df82e39a5ffc9e0b8dabe440,062696a49d71b344c91b7d13990bb62e8461f3dc
python,humanevalfix-python-155,True,True,5,5,d3475144cd50b8f830fd03ff77205519d42d4923,cd37006f02bb96135c70c1a6b3027e32c94282db
python,humanevalfix-python-156,True,True,9,9,db55bf72f62a0594deae83455aa95cdf307b2591,463aaf1a3ba836aa173249da8312f3aedf2a4df1
python,humanevalfix-python-157,True,True,5,5,d59ac9159faceffa33744146eed93c5f917faed3,6c0a4f86f522041945237f0dbd321dc7e7714394
python,humanevalfix-python-158,True,True,5,5,6130eee51e56ea2fed20732824a75e8eae1fd41c,9172420e782356ee9ba6944079b6d40711c42f8e
python,humanevalfix-python-159,True,True,5,5,2bb019f7f4d0516092ba29ce4df32412726aae7a,97e7a2659ab5d3447df8a8e7080ca34453b96aa2
python,humanevalfix-python-16,True,True,13,13,761ec248cfd74cfabec420d20b3460284c4f95bb,b8a1465897b5fd25b11fa8967087cde9e6cfea89
python,humanevalfix-python-160,True,True,9,9,ca02f4baf128471f98bccae678db30b193c029b9,f85964da07205e5297dc302bce631d825f6ac499
python,humanevalfix-python-161,True,True,5,5,a4d46173d7c7d1d6048495b2b097537e5221e3d6,40624a831b047d4d8568312dd344ebe643fc25c8
python,humanevalfix-python-162,True,True,5,5,0455de55e9728f9580575c44eca68833103d2667,9f354c95461ff36fc9bfce82a88836c5c0f10dee
python,humanevalfix-python-163,True,False,19,,4ac14ac19688535ffa9b54959e23ec9995b10496,f7224d6117e83c9e7cc21a1810380b0e01515769
python,humanevalfix-python-17,True,True,5,5,3e5945ea9a67790546bf8beb64a7cb1d9f2d6b23,0ce57b1706ef260bec30197bd6f5796e744b40fe
python,humanevalfix-python-18,True,True,5,5,d446f00c3ba764be39505590f1c4da47e63ecbd5,d830ab2c2f61e32c8015e878eaf6175ce392ea10
python,humanevalfix-python-19,True,False,5,,af931dce782447b6f979b5c6609fd8d64b546b81,048b864d24d79181c5b598105c0e1d15ab663874
python,humanevalfix-python-2,True,True,5,5,15a4b64dbf0da5b71f440fd9b0bffaab22652a3a,18d5f6131f76ca980bfedbe51cc18681e4a09349
python,humanevalfix-python-20,True,True,5,5,33825c64da8334d26c0d8c569ec288551081b4c7,340104866bdecb0deddd48dcbf49de24b2448d4a
python,humanevalfix-python-21,True,True,5,5,e0c0db884a088061ad6e7f3f61f60d67daa1a23b,1c70e0c9efa738438529cd6b4909eea0a1967dcf
python,humanevalfix-python-22,True,True,5,5,08178be079f4efd9678b728afb1ddd191d4daced,69dce67ca0d90bd70337ace4069fa3d539edf72f
python,humanevalfix-python-23,True,True,5,5,0ec69ea0a6509530298ebe0027591cc187d850f4,beaba88c601c09d416c0c9e6fd863ab8b141c4f9
python,humanevalfix-python-24,True,True,5,5,b2a9eba1926f56770630bfdaca95b6b635f7b6ac,61241a8315a27afd2a6d5096333a15c482575724
python,humanevalfix-python-25,True,True,5,5,8ddaf089ea670f2933ad2807d099de8020d290a4,2178189a25befcbcbfb77dbee50ac50682747eac
python,humanevalfix-python-26,True,True,5,5,d89bf0a167dbe5e96c5d3f0fde75f42a771fbfc7,155c01a1419b3ff42f3a133006ec02e2143a5811
python,humanevalfix-python-27,True,True,5,5,eb775137b6997e78b8ab76c1fbebea9bf16be04f,c34e3ae627a05ca081d632552cc01f3afd04d2a2
python,humanevalfix-python-28,True,True,5,5,9a999bc2ebf580276cf6c91b9889245297be7336,20da8d6723cd33d025dbceef1333200339b4cf55
python,humanevalfix-python-29,True,True,5,5,feee4137a6fbf6606d2c53c1703cdfa9b3f52b0c,0e186e46c61a0e09ee787c9808046c1ea4387d6c
python,humanevalfix-python-3,True,True,5,5,4ef3a7074548fb909f3e888322d52660f979b2f7,0e20db1e59c90fb529541804890bfb1988cac0ac
python,humanevalfix-python-30,True,True,5,5,c11cc35b4dc65ecabcc639f36e296d02044fefc4,568fff3b30d49dbeb62fa7fa0b890a7e0f777cff
python,humanevalfix-python-31,True,True,7,7,4d09d9b036535f8fc737ff7560dc11c955339812,31d0fe2dd795dc6c488f2768e64d2f7b39bb8667
python,humanevalfix-python-32,True,False,8,,db00e98a4fb02c3ba2e1aa3377db1803536c3c50,823ab3955d78ac87ca1ff3d512012d1438e6d0b8
python,humanevalfix-python-33,True,True,6,6,c88ec9b3dd37e00e45fb9edd3de362e93b9f52a1,033fcc6eec83df0871021aad23b7a3861fd61f6b
python,humanevalfix-python-34,True,True,5,5,c1eeed3982643fe69228348e6c8dfaebb761e59b,79671e8fff867a0b2a3fa56eaf177929388ef034
python,humanevalfix-python-35,True,True,5,5,791394970f97019696bd0df6037676df5d7b2c9d,b7c4a559f8c44b1933a006e00afa5fc33898faa0
python,humanevalfix-python-36,True,True,5,5,bf5fcd3885fc4df8bb71f6aa64c3b0e02fc6d6eb,8638e240fb912c6be9ae0cc5ccbd4189f7c9f5c0
python,humanevalfix-python-37,True,True,5,5,f1c5d6eb07218d1f6a4bef0a90685de2f725c48b,612183c6d31ec60ffbf7053805b54544c0a16fc0
python,humanevalfix-python-38,True,False,7,,860d6425d75b831108937d0527abb9fbf8a7b218,9a6bfbf104d2c9cc6138d0e7dcdd74f08d626bf9
python,humanevalfix-python-39,True,True,7,7,f86ba49cfb10eaabfb57f8618d98a1fc885882ab,185c72bbe8fe05744e7a310feab6590f5be7c992
python,humanevalfix-python-4,True,True,5,5,3385e28c9b5dfa10a367d3a1310f5fb8b2d5c188,471e288134f716809ebf27c487761fe54ed6f9a0
python,humanevalfix-python-40,True,True,5,5,f363e88cd5877ed3a949c9d2e9e1cf29e6dd86b7,1184a5be1c9d6039aedb3f988b409d1c1ebbe7c1
python,humanevalfix-python-41,True,True,9,9,8118051989936ef337909326d555b5f1fafcfd63,121ec5da28a62f2d70a680f85f47be753e33ed67
python,humanevalfix-python-42,True,True,9,9,44f593cf4d656cd9b3c560d4d82e0f1bcdaf5c2c,f162c6ad0c1dc191f0a78f536879e0eccc1378cf
python,humanevalfix-python-43,True,True,5,5,3028a94e01fecc9c123871a21d8048993c4e2843,bc4a0200693c7d09029cef88f86383cd50a15af6
python,humanevalfix-python-44,True,True,5,5,33fa315b70a3c9828127b6f89b6080be71a9e3a9,9613e78a52ef61f000c5f8722c0f657d7f3665a5
python,humanevalfix-python-45,True,True,5,5,39391890d3c45e80748f4ebe6fe54da18a7b3ad9,5785aa2a1ff7a889c643edba954990e9b1202b1c
python,humanevalfix-python-46,True,True,5,5,a05116c15d32e61b594911838214df4988be33a1,16c3127feb7c1f099afa738854e8342e6a18e4d7
python,humanevalfix-python-47,True,True,5,5,d8586f1ecd495ed8c553187e4b07ebc13c5f1953,8aa4ddcfe469874db9ac44bed319323d9168016d
python,humanevalfix-python-48,True,True,5,5,6c2880322f966c15bf8162aa8893b5d2e348d39b,76a8cd1e9000e5bf78711cb3c3970770caea323d
python,humanevalfix-python-49,True,True,5,5,c8d66653351bb11f972f41386298698c409a7c74,fb0b9bfd718e692e9e8eac0580fbc385aea4dbcf
python,humanevalfix-python-5,True,True,5,5,0d9f6b9bcf37f338cbc2c08b37a995824a967a29,56f29b618312137a505f40cd382278aa4bf26122
python,humanevalfix-python-50,True,False,9,,f29e00d55e7a92baf9580473994adf50c5df1b54,2a4999a611d6fa4cdc5db7b460425cca16d3fd30
python,humanevalfix-python-51,True,True,5,5,9742b4cff0546803e8fd54727c237bf5dcdfedda,72bb95dbe318edd7b0c042cc80b4c33568f0b3ea
python,humanevalfix-python-52,True,True,5,5,878b495d88770441e1e280aa84d6d9d1285d6efc,7c0ea8f4d59bb008d693d7241469840294bfe2d4
python,humanevalfix-python-53,True,True,5,5,6db5c05f3198b425f9ea19e87b60d4e17acebe2d,9963e5337bad05570ce8ac50e9d312b5d5a271e7
python,humanevalfix-python-54,True,False,18,,b6e6d3cdcead2f6b6e96e685847de33b56057ef4,409f021dc70d9e62b10f9d673af2d0ee838057ab
python,humanevalfix-python-55,True,True,6,6,ed48af9f7f83ccde43813309cf330884ccb6950f,86139b0adb69202c60339596705e0e10643f0e78
python,humanevalfix-python-56,True,True,5,5,fa368c788dc5ff6ae359bbd2a0e426d0799fb46d,ec241c7bce30ccdb80b9963a7abdfac5117313dc
python,humanevalfix-python-57,True,True,5,5,6d7e01d5f8e3f1b85490a0c8e55307ed05773852,7ca73737a6c128e846ce6085124bdd0031002ca5
python,humanevalfix-python-58,True,True,6,6,8f436f143dfb96bb2610e47f99ca432ac91515e0,a5e34cd48e5551e41e9d3f7cbecd7b0d4baf88c7
python,humanevalfix-python-59,True,True,5,5,496eef04152ed6d46ad590e0252d2e1a0701c262,b8e5af3f135ef1dd8087dd4007edfb5926ef7f90
python,humanevalfix-python-6,True,False,12,,ac79f4f1b07f325c382023e1db6cc64c600140c4,6d92beb6f50bbea1c101e8410b2fb0aadfd0ad16
python,humanevalfix-python-60,True,True,5,5,7f7940a38165676dcf867243aae0c017a62ee27c,4bbf66a7355d7557efe0314968080a47baae540d
python,humanevalfix-python-61,True,True,5,5,8173e7b3e80e7103e21c6cdcd22dbdc03278aa2c,340759552bca1e987f5d56645bded512072f1a97
python,humanevalfix-python-62,True,True,10,10,b15f6267599170f8da3f3fa70ff539f31b9af4ed,15470298c9fe4fc2113c0b10409b7313b5858061
python,humanevalfix-python-63,True,True,6,6,e538eb85d4c28f281c249227fc089c62362a7add,6663b68708ccc7fb32e33c6aafacd48a975eb6dc
python,humanevalfix-python-64,True,True,6,6,a854403281d4b74df9906a71c6ec716cffa9140c,b403eb58a044ab57d53e81fe9a509237a9af9577
python,humanevalfix-python-65,True,True,9,9,e0edf83d212bef3e504dcd71f7a062d0bc491dcd,6f564d5c4766cb7e5b2c1e00f54d339d7cdaa586
python,humanevalfix-python-66,True,True,5,5,3166f93c0dfceff8a7de02510504e36010a0e6d2,b1db825022d8d367d08d19743d377cfb2026d356
python,humanevalfix-python-67,True,True,5,5,58ade2f2bc189342c97fb7890fb10dc5f1a35873,70925a754ec9d00cf378da0d978040fc39899da7
python,humanevalfix-python-68,True,True,5,5,d312603a4bbd60373760c701b42bb311951e8e8e,78ad34753c0df896fc1c78d49f421bf243edc772
python,humanevalfix-python-69,True,True,6,6,3f2ff8e6ee6844fd312caf3cad45e7a2ed95fe50,9bd0a7f769b3a9b2a35b720b7ec0b2accb7f9d90
python,humanevalfix-python-7,True,True,5,5,ad56fdd4c2b63af52105b7c3d40f12accaed94e1,4650704c6b7746cfee949daecfd40ae970affe94
python,humanevalfix-python-70,True,True,6,6,7b1c6edd9a8c8d380d3ad0505be9851b2fb200b6,9d57aace90106eff9155e48ac99f404dae807405
python,humanevalfix-python-71,True,True,5,5,3c858c3cb619b58b2819705326d557ae2521551a,b14d5a47219f31f9939017dbc187499c77ef2e77
python,humanevalfix-python-72,True,True,6,6,4163a515fccdf780f7ba49fee2a03bca7308b1c8,220ca927a2ee1e7b92971fa6be7d1315813b3d77
python,humanevalfix-python-73,True,True,5,5,3ca33f2453a8318f085c212d8d4ed8aa6cb0dda6,44619a767d19007ad5c7797d762c11695602028e
python,humanevalfix-python-74,True,True,6,6,efeb0cc0223210038ef92baf40a086f2eaf3c66e,9eced025a317632c72aeed69895917412217f13c
python,humanevalfix-python-75,True,True,7,7,66a67aec8e519ebab4d84e4b6d88ef4535f4727a,8082cadf8a7e71f18838c80ee08cbd5d1beef3d6
python,humanevalfix-python-76,True,True,9,9,84141dd1e3a58122373c367880e2633f2768be5d,d57875646fc037ff396df42615fdbd83dd680323
python,humanevalfix-python-77,True,True,5,5,a1e44920c2f60f7cdeafb63155bba994a0631784,dde6d4b00954380cf73663b36c0f59a65cc93555
python,humanevalfix-python-78,True,True,5,5,20048e753d0941ace09821407c19ad67de2d26b0,ec67366d452d11f72edaf8eacc80909be0cc1d04
python,humanevalfix-python-79,True,True,5,5,2d4af82547e95434050ef3a20671236799043d16,0bd0f8f955a3cbf075655f832183459778fa48b6
python,humanevalfix-python-8,True,True,5,5,968246e22f68449c839901a19115fa982765661b,1d151eb91d4889eee204bf574cf51836b68dc085
python,humanevalfix-python-80,False,False,36,,,bd904aad2819c465ea5aab8322f0154223939082
python,humanevalfix-python-81,True,True,12,12,89afa90a9301d3af4c75f0e43d7a800e1f8a11a3,c46aa4c3dd1618e98bf77ef43f9a7f50b70d3e34
python,humanevalfix-python-82,True,True,5,5,cc2d286c766c0a8d3890d1f3973d4e54f8f606b5,657a165ed84e1e51a4074cd3597dcf48d6496d70
python,humanevalfix-python-83,True,False,13,,7a392ff0e052c007f250d81afa0c1ffb8063386f,643f6c2482672266115355e12b20e8f83214672d
python,humanevalfix-python-84,True,True,7,7,befe4000807d410f69fcd4956778135787c86045,92fd65bd3a47846711a7a2bc3680a3f1ca2f249d
python,humanevalfix-python-85,True,True,5,5,7dac325210edd95d888239569893d74e2938cdc8,fd424898ace169297b65133a8a2adad49d387cba
python,humanevalfix-python-86,True,False,9,,4b76861d10149f2a6ed5f16be5fa22d59e3313a7,2eb7738ba2beb02d2d0806b758542f10ec3ad139
python,humanevalfix-python-87,True,True,20,20,e2a12bc3db6bb2312b483e09faeb722233350169,fb434d10e2cfe85776e11f100d933e576346dbb5
python,humanevalfix-python-88,True,True,6,6,39dbf29c3881f4a575e81b4d8764e65f09ccc5e3,a13bd40556766a5f499a995215ebf87d518c9b71
python,humanevalfix-python-89,True,True,5,5,3b1d5019731e23615d29a73738c5c581a9d6f51a,d183e78c0adbadacd46d9feb4ec05aa5d577421f
python,humanevalfix-python-9,True,True,5,5,65a2852e555112ac25e0219d51f0b8f3b26a8aef,4074f3536b38594b321f38d278f7add0c1a3920d
python,humanevalfix-python-90,True,True,5,5,2cedf6c18b8fc05fad09544dfbd2a0f38ade76b9,d56192ee8e6b901be9c339e895858670ba0c52ef
python,humanevalfix-python-91,True,False,5,,55dcbf09d7c124274503e55f322ecb52774352f1,35d3b96c071c7299140c9dc7dbda005a9145d128
python,humanevalfix-python-92,True,True,5,5,315df7c4eec4729554984bc68cb86a9bbeee252a,a6b2c7569f750de29b9cfec869bbf7d708b50f6c
python,humanevalfix-python-93,True,True,6,6,66d1a36957b1c4ea3c8bc6bea1dcd8c63c8e12db,140eb8d1bf87c184928caff34a87b3287cb83d2c
python,humanevalfix-python-94,True,True,5,5,6aa897881e1d81f7a61493737b939c23097adf8b,bc8fd29930ded2f580b617b7e71139db22959dd7
python,humanevalfix-python-95,True,True,5,5,6a1f8f8e7d4597377ed17619ef53cbefa05177c2,885253d8920b255014656a36e61aec3061fcfa20
python,humanevalfix-python-96,True,True,5,5,d9366dd8698464d25f8dd8d20915e5ca717336ce,6c31d046412faf578f6ae998282b388ea465825b
python,humanevalfix-python-97,True,True,5,5,365e2c858ea16e614a060f6bf03add82cb45857a,d7bbe020a8b786933f991c8679c58079804488d5
python,humanevalfix-python-98,True,True,6,6,8b0ec2d0093097d2c9f5db2c7fd41ec67c967037,38bddf52b53691a0be4d2e1a6906de58a8efe6aa
python,humanevalfix-python-99,True,True,5,5,77e37699c6d88eef70ba209890352b3e61c0de3e,5789d1a4ad17b66cde340ad95b7db951b38270d4
js,humanevalfix-js-0,True,True,6,6,fbdd4cfd98d3e1055c7d9c6edf94cc1988d117a8,ef678f288d6700e97db63cdd133df20cd344cfd3
js,humanevalfix-js-1,True,True,6,6,950819d89b7c14494485d0d9b54208c5553d5367,13c31b5c565710a8ebfaa61b27adc5721854aa03
js,humanevalfix-js-10,True,True,7,7,e8e8afd91423507dfa3a650f943a8ff5b410ffce,c345f3e1f5353841b583c8c4d2d5c9fe27acb020
js,humanevalfix-js-100,True,True,6,6,c370e61b297a582d1d8fb9021319b2e3af8837e9,67a3210f9e87bb9b67cbd63e4ebfa34535e2c3cc
js,humanevalfix-js-101,True,True,5,5,857ccde2edfec251b4a7552e94d5b5458343434b,c1ca85d203ebbd22ebc44cb159763a80926b9bdb
js,humanevalfix-js-102,True,True,5,5,9508a49a932565086e75256ba6613f382ea7ecf0,731baa171c5f05a50b81ada9f69b5702e7a12406
js,humanevalfix-js-103,True,True,7,7,862946f61f44fcc094c3c40c3a4248dc9089dd49,3bb0a71478c9d800c93f0ad189e3cc63d261096f
js,humanevalfix-js-104,True,True,5,5,cf94e111d3707f7bbca651109a80e48c2c0c68b8,9c2646209c5a144aab8cbf97e29bac2a99131b12
js,humanevalfix-js-105,True,True,5,5,911cb2f09ed552df44fc56651c3f0ebf8c1d2b75,8cfcadee8ac21de06c113f49c791b4c9862ea076
js,humanevalfix-js-106,True,True,6,6,ab81d6363df174414a508e9168809e3dc1f05e45,7e3051a09e0132186a0721eadcb64884fb08a3d0
js,humanevalfix-js-107,True,True,5,5,8659fdf2bb171d9eae37e8754b41d3daae1b351b,28cc4234a362c1f38c1c41f913f4e2053c9dcea9
js,humanevalfix-js-108,True,True,9,9,3105a91ff8c7c5890d44ddd3a4a8ba9a5c2fd5bc,f90edc219256c2cd577cd307b5a4caeb278291d5
js,humanevalfix-js-109,True,True,6,6,cb444f4ddc48df08efa230c947cd4801c859b7db,bbe1abb7c3ccfa27af7d8e296cd2b0f7ccc4a5c6
js,humanevalfix-js-11,True,True,6,6,253482404dd5ab21d271eb27b5e7c16c1d4d76d5,22a4abb334e2cf0fb717746b511efe437624cbad
js,humanevalfix-js-110,True,True,8,8,acbf3dbd4f6cc0d2a06418a0df1d2ed9992395a7,f29bb5d587148fcf3fe0de5be50bf640d8f5754c
js,humanevalfix-js-111,True,False,23,,eb8093faeaa302e3c0822f5f8cf130eba00e31a5,feaffc710b4c66711dc9b700adcc7b47c47bf876
js,humanevalfix-js-112,True,True,5,5,5886b9ff02d3c9ec80bb144e36a1cc5d48d9d4f9,e828b002362d84e06a1b807f36b919aabfa2ff11
js,humanevalfix-js-113,True,True,5,5,b40ae141337d5363229230ea186cb2b34ef576bb,83e6260ca9b0d55e9034023789e97174610eb81f
js,humanevalfix-js-114,True,False,7,,b41b7808fbc41091ccb9096aa589826b4e04ee2f,949cc7492b766fafc434d9554e085c81fc5a57f7
js,humanevalfix-js-115,True,True,6,6,e2ac03ac56a448ec3aa28a16b9deb5aa84f4c10a,c05cc4565a326557d8674da56c8420c310a4efda
js,humanevalfix-js-116,True,True,5,5,73747c77ddb39822607d14ba1d1f729efd8d4220,d9a98313ecfa69885cf2625b97029d9136fa32e7
